"id","name","author","title","description","url","urlToImage","publishedAt","content"
NA,"Crooksandliars.com","Karoli Kuns","You're Invited! Spend Election Night Here At C&L","Hey! Did you all notice the spruced-up digs? Site Guru Jamie rolled out a new look for our site just in time for a Midterm Watch party. It didn't seem right to have a party without plumping up the pillows, getting the good glasses out, and clearing the dance …","https://crooksandliars.com/2018/11/youre-invited-spend-election-night-here-cl","https://crooksandliars.com/files/primary_image/18/11/elections_2018.jpg","2018-11-06T03:30:47Z","Hey! Did you all notice the spruced-up digs? Site Guru Jamie rolled out a new look for our site just in time for a Midterm Watch party. It didn't seem right to have a party without plumping up the pillows, getting the good glasses out, and clearing the dance … [+1024 chars]"
NA,"Thestranger.com","Josh Jardine","It's Your Friendly Election Day Cannabis Forecast","Four states are voting on cannabis issues today—two have recreational cannabis programs to be voted on, and two decide on medical cannabis programs. by Josh Jardine NASTASIC / GETTY IMAGES I didn't realize it until I woke up this morning, but was anyone else …","https://www.thestranger.com/slog/2018/11/06/35129956/its-your-friendly-election-day-cannabis-forecast","https://media2.fdncms.com/stranger/imager/u/original/35129976/1541531698-1541526691-gettyimages-831349544.jpg","2018-11-06T19:22:50Z","I didn't realize it until I woke up this morning, but was anyone else aware there's an election today? It hasn't been much in the news, and the TV commercials have been few and far between, but I did some digging, called a few sources for confirmation, and su… [+4691 chars]"
"the-telegraph","The Telegraph","Rozina Sabur","US midterm elections 2018: Why today's congressional elections matter","Today's midterm elections will mark two years since Donald Trump's shock election victory &ndash; the first test of how his Republican party is faring in the eyes of the American public.","https://www.telegraph.co.uk/news/2018/11/06/us-midterm-elections-2018-todays-congressional-elections-matter/","https://www.telegraph.co.uk/content/dam/news/2018/11/06/TELEMMGLPICT000180043586-xlarge_trans_NvBQzQNjv4BqpVlberWd9EgFPZtcLiMQfy2dmClwgbjjulYfPTELibA.jpeg","2018-11-06T07:46:17Z","Gubernatorial elections G overnors hold powerful positions since they control huge budgets and implement their state's laws. Republicans currently control 33 out of 50 governorships and two-thirds of 99 state legislature chambers. Some 36 governorships are be… [+1035 chars]"
NA,"Yahoo.com",NA,"Exit Polls, Explained: What They Can And Can't Tell Us About The 2018 Midterm Elections","Tuesday is Election Day, which means it's time for another round of election","https://www.yahoo.com/news/exit-polls-explained-apos-t-154909531.html","https://s.yimg.com/uu/api/res/1.2/t1fhsHGjEWxl2NKL4zo3xA--~B/aD0zMDY1O3c9NTQ3MjtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/the_huffington_post_584/a8e1407c753410e7a933043cf41bb680","2018-11-06T15:49:09Z","Tuesday is Election Day, which means its time for another round of election polls and another round of us warning you to be careful about how you interpret them. Exit polls are a valuable source of data. But theyre also complex projects with the potential to … [+3001 chars]"
NA,"Latimes.com","Times staff","America goes to the polls | A visual look at precincts and polling station as voters casts their ballots in the 2018 midterm election","A visual look at precincts and polling station as voters casts their ballots in the 2018 midterm election.","http://www.latimes.com/visuals/la-na-election-unfurled-2018-htmlstory.html","https://www.latimes.com/resizer/W12X10VHBEaWDsAx_7TImo-c8QU=/1200x0/arc-anglerfish-arc2-prod-tronc.s3.amazonaws.com/public/HOMN5N726BC2RBAO3AM64FF2KM.jpg","2018-11-06T20:40:00Z","Voters began pouring into polling places across the country Tuesday in a caustic midterm election that offered Democrats their first opportunity to claw back to power in the Trump era. Party strategists were quietly confident Democrats would gain the 23 seats… [+2025 chars]"
NA,"Digitaltrends.com","Kailla Coomes","DT Daily: Alexa helps you vote, our new series ‘Behind the Wheel,’ and more","Today on DT Daily we talked about how Alexa is helping people cast their votes, a new feature from Tesla called ""Summon,"" and what it takes to win the World Drone Racing Championships. We also welcomed Tim Walbridge to talk about our brand new video series Be…","https://www.digitaltrends.com/dt-daily/dt-daily-episode-11/","https://icdn3.digitaltrends.com/image/dtdaily1106-1200x630-c-ar1.91.jpg","2018-11-06T20:16:37Z","On the newest episode of DT Daily, we talked about how Alexa can help you vote, how to turn your Tesla into a giant RC Car, and our brand new series, Behind the Wheel. We first chatted with Digital Trends’ Chief Technology Officer Dan Gaul, who brought on one… [+2957 chars]"
NA,"Vanityfair.com","Kenzie Bryant","Is That Really Character Actor Steve Zahn Canvassing As a Revolutionary War Soldier?","Or is the election really getting to me?","https://www.vanityfair.com/style/2018/11/steve-zahn-revolutionary-war-soldier-costume-voting-lexington-kentucky","https://media.vanityfair.com/photos/5be21c27588fbb722a76a4ef/16:9/w_1200,h_630,c_limit/steve-zahn.jpg","2018-11-06T23:07:54Z","Steve Zahn, character actor, was a shopboy in You’ve Got Mail, a “My Sharona” bopper in Reality Bites, and, now, for his greatest role yet, a Revolutionary War soldier marching ever onward to exercise his constitutional right. He went method, really getting i… [+1502 chars]"
"nbc-news","NBC News",NA,NA,"At schools, churches, laundromats and car dealeships, voters turned out in huge numbers to have their say on Election Day.","https://www.nbcnews.com/slideshow/photos-voters-brave-long-lines-cast-midterm-ballots-n932366","https://media2.s-nbcnews.com/j/newscms/2018_45/2635551/ss-181106-voting-mn-24_399c70e4492b687996b801a10fd88e03.1200;630;7;70;5.jpg","2018-11-06T21:26:00Z","Abigail Spanberger, Democratic candidate for Virginia's Seventh District in the House of Representatives, kisses her daughter Catherine. Spanberger, a former CIA officer and first time candidate, is running against Rep. Dave Brat in a race that is expected to… [+14 chars]"
NA,"Latimes.com","Irfan Khan","Passing through: Americans go to the polls","Check out photos of U.S. citizens going to the polls to vote in the 2018 midterm election.","http://www.latimes.com/politics/la-na-pol-midterm-election-day-updates-passing-through-america-goes-to-the-1541526779-htmlstory.html","https://www.latimes.com/resizer/SGOtR_7zF729GqpukGs98PnmSkI=/1200x0/www.trbimg.com/img-5be1d589/turbine/la-lb-media-3064395_me_1106_cisneros_voting_006ik-20181106-095514/900","2018-11-06T18:15:00Z","Shivaugn Alves said President Trump wasn’t “the be all, end all” for how she voted this year. But he did play a factor, she said. “I don’t agree with the way our country is headed with the divisiveness,” said the 37-year-old educator in Modesto. “My vote is a… [+446 chars]"
NA,"Phonescoop.com","Eric M. Zeman","Google Brings Election Tools to Google Search","Google today rolled out several tools to help Americans vote in the 2018 mid-term elections. There are three components to the information being offered by Google: how to vote; who are the candidates and what are the issues; and what are the results. Anyone w…","https://www.phonescoop.com/articles/article.php?a=21381","/img/a/f/21381_600_a_b8a04bf0499e14668689a5cd5c5c0e1c.jpg","2018-11-06T13:32:13Z","Apple Adds Section Highlighting the 2018 Midterm Elections to Apple News Jun 25, 2018 Apple hopes its new section focusing on the 2018 midterm elections will help iPhone and iPad users stay informed about local and national races. Apple says the section, cura… [+160 chars]"
NA,"Foodpolitics.com","Marion","It’s Election Day: Vote!","Voting has everything to do with food politics. To pick just one, light-hearted (we need this), example: Ben & Jerry’s new ice cream flavor: Resist. What’s in it? “Chocolate ice cream with white and dark fudge chunks, pecans, walnuts, and fudge-covered almond…","https://www.foodpolitics.com/2018/11/its-election-day-vote/","https://www.foodpolitics.com/wp-content/uploads/ben-and-jerrys-300x214.png","2018-11-06T13:40:00Z","Voting has everything to do with food politics. To pick just one, light-hearted (we need this), example: Ben &amp; Jerry’s new ice cream flavor: Resist. What’s in it? “Chocolate ice cream with white and dark fudge chunks, pecans, walnuts, and fudge-covered al… [+111 chars]"
"the-times-of-india","The Times of India","Chidanand Rajghatta","US votes in Mid-terms; Trump tactics, legacy on line","Americans headed to polls in droves on Tuesday to vote for what kind of country and future and leadership they want, as much as casting their ballot on hot button issues such as health care, national debt, and immigration","https://timesofindia.indiatimes.com/world/us/flawed-election-in-greatest-country-gets-underway-with-trump-tactics-on-line/articleshow/66529328.cms","https://static.toiimg.com/thumb/msid-66529328,width-1070,height-580,imgsize-1680409,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg","2018-11-06T17:29:14Z","WASHINGTON: Americans headed to polls in droves on Tuesday to vote for what kind of country and future and leadership they want, as much as casting their ballot on hot button issues such as health care, national debt, and immigration. The election is seen as … [+5330 chars]"
NA,"Cnet.com","Steven Musil","Google Doodle encourages you to 'go vote' - CNET","Election Day Doodle offers information on finding your polling place and general election information.","https://www.cnet.com/news/google-doodle-encourages-you-to-go-vote/","https://cnet1.cbsistatic.com/img/tPBvEJhwk-7rLq3U7c0lXvXI6LQ=/724x407/2018/11/06/73c5085c-6ed9-4617-a6e1-016151954d27/election-doodle-2018.jpg","2018-11-06T05:40:34Z","Election Day advice from Google. Google Google has a simple but vital message for you this Election Day: Go Vote. The tech giant made that plea Tuesday through its Doodle, which it occasionally uses to honor a person or event considered important for a contri… [+999 chars]"
NA,"Goodmenproject.com","Derek Penwell","A Prayer for Election Day 2018","Social justice activist and minister Derek Penwell offers this prayer for Election Day 2018. The post A Prayer for Election Day 2018 appeared first on The Good Men Project.","https://goodmenproject.com/featured-content/prayer-election-day-2018-lbkr/","https://goodmenproject.com/wp-content/uploads/2018/11/dawn-1868418_640-1.jpg","2018-11-06T18:00:08Z","— God of Justice and Mercy, We lift our prayers to you in this moment of great uncertainty. The world feels unstable, as if the supports that buttress our reality have rotted, and the anchored world so many of us have casually taken for granted has begun to l… [+3595 chars]"
